Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
May-30-2021;Malaysia;Butterworth;793460128-1;Rosa Alecock;App;19,975.00
May-30-2021;United States;Albuquerque;794048872-4;Megen Gibben;App;11,106.00
May-30-2021;Indonesia;Kebon Tengah;794277289-6;Alix Manis;App;871.00,
Dec-26-2022;Portugal;Bárri;794359898-9;Bartholemy Size;App;11,769.00
Mar-24-2022;United States;El Paso;794397731-9;Babara Finlater;App;1,670.00
May-30-2021;Portugal;Ribas;795091078-1;Malina Brundrett;App;12,455.00
May-30-2021;United States;Jamaica;795472918-4;Jorry Lipgens;App;14,583.00
May-30-2021;Brazil;Porto Alegre;796428675-7;Cara Chiswell;App;18,261.00
May-30-2021;Argentina;General Manuel J. Campos;796559135-9;Alister Labrenz;App;14,990.00
Apr-21-2022;Portugal;Paç;798248604-5;Maible Rosone;App;8,837.00
Mar-14-2023;Brazil;Bariri;799298001-8;Katherine McCarrison;App;8,705.00
Aug-26-2022;United States;Birmingham;799957496-1;Levi Marks;App;4,020.00
May-30-2021;Portugal;Alqueidã;801254419-9;Loralyn Corston;App;13,343.00
May-30-2021;Sweden;Vårb;802105686-1;Viole Phelan;App;18,236.00
May-30-2021;Brazil;Santa Cruz do Rio Pardo;802283518-8;Minta Minogue;App;17,392.00
Jun-9-2021;Portugal;Casal Novo;802684237-5;Jemmy Yitzovitz;App;1,503.00
May-30-2021;Brazil;Boa Esperanç;803259557-0;Benoite Butrimovich;App;12,245.00
May-30-2021;Brazil;Novo Aripuan�;803624123-4;Kerri Tarbett;App;19,462.00
May-30-2021;Brazil;São Paul;803899792-1;Olivia Wadwell;App;19,475.00
Feb-20-2022;Chile;Valparaís;804001974-5;Korella Yorath;App;8,602.00
May-30-2021;Indonesia;Kalahang;804320053-1;Melosa Tinline;App;13,622.00
May-30-2021;Brazil;São Paul;804385289-8;Culver Core;App;14,870.00
May-30-2021;Brazil;São Paul;804913851-8;Daven Crosdill;App;9,638.00
Nov-11-2022;Greece;Sérifo;805081850-0;Emmit Pina;App;11,941.00
May-30-2021;Brazil;São Paul;805352475-3;Tibold Skeates;App;4,779.00
Dec-31-2021;United States;New Orleans;805857753-7;Abner Benn;App;8,864.00
Jun-30-2021;Colombia;Buenaventura;805964824-1;Miriam Giuron;App;8,091.00
May-30-2021;United States;Winter Haven;806046923-1;Drud Dougharty;App;5,249.00
May-30-2021;Colombia;San José de Mirand;806386111-6;Ettore Sykes;App;19,013.00
May-30-2021;Brazil;São Paul;806387699-7;Frederik Meier;App;19,379.00
May-30-2021;Portugal;Achada;806467566-9;Xavier Custance;App;15,325.00
Dec-26-2021;Haiti;Kenscoff;806674946-5;Vicky Wontner;App;1,643.00
Nov-3-2022;Kazakhstan;Oral;807008647-5;Merle Filippazzo;App;10,323.00
Apr-19-2022;Brazil;Viseu;808132261-2;Chrissy Whifen;App;5,242.00
Jul-28-2022;Brazil;Rio;808728231-0;Tamiko Erat;App;2,354.00
Dec-5-2022;Ecuador;Tena;809610561-2;Rene Woolfoot;App;8,662.00
May-30-2021;Japan;Tōn;810157463-8;Barnaby Kinder;App;6,806.00
May-30-2021;Russia;Leskolovo;810478006-9;Matthias Evert;App;16,869.00
May-30-2021;Brazil;Apia�;812614702-4;Gracie Coates;App;1,029.00
May-30-2021;Portugal;Pigeiros;812703637-4;Saxe Perrygo;App;13,299.00
Oct-2-2021;Portugal;Ortiga;814307664-4;Murial Matterson;App;3,756.00
May-30-2021;Brazil;Fartura;815704557-6;Gerianne Kleinplatz;App;16,449.00
Oct-2-2022;Russia;Artybash;816086551-1;Coop Brosh;App;1,555.00
May-30-2021;Vietnam;Long Xuyê;818331783-9;Analiese Dollimore;App;16,967.00
May-30-2021;Colombia;Arbeláe;818813442-2;June Dufty;App;12,020.00
May-30-2021;Argentina;Las Varillas;819110851-8;Kippy Cuffley;App;8,125.00
Nov-1-2022;Russia;>;>G052A:>5;819298231-9;Tybie Duxbury;App;3,570.00
May-30-2021;Brazil;Campos Novos;819369787-1;Trix Swash;App;17,020.00
Jan-21-2022;Portugal;Barroco;819630437-4;Edik Minard;App;8,512.00
Nov-28-2022;France;Paris 19;820048893-4;Letisha Fydo;App;10,659.00
May-30-2021;Brazil;Embu;820469688-4;Ferd Tweddle;App;12,183.00
Jan-27-2023;Brazil;Rio de Janeiro;820850118-2;Chrisy Moncreif;App;3,671.00
May-30-2021;United States;Inglewood;821631556-2;Chauncey Janczyk;App;13,738.00
May-30-2021;Argentina;Tafí del Vall;821643205-4;Ange Ravillas;App;13,774.00
Dec-16-2021;Thailand;Hang Dong;822274792-4;Dominique Casiroli;App;3,808.00
May-30-2021;United States;Rochester;822680262-8;Claudie Akess;App;15,664.00
Jun-11-2022;Brazil;Campos Belos;822878156-3;Jeff Ivetts;App;4,081.00
Aug-24-2022;Brazil;Santa Bárbara d'Oest;822974222-7;Alix Halfpenny;App;11,742.00
May-30-2021;Portugal;Caxarias;824460806-4;Josiah Brothwood;App;2,238.00
Nov-5-2021;Portugal;Maganha;824538143-8;Alvera Sidebotton;App;6,618.00
Dec-22-2022;Greece;Karditsomagoúl;824733881-5;Rey Dedden;App;6,429.00
May-30-2021;Czech Republic;Kobyl�;827234523-4;Tiebold Spiaggia;App;18,718.00
May-30-2021;Luxembourg;Reisdorf;827539917-3;Robby Groundwator;App;7,693.00
May-30-2021;Portugal;;828061130-4;Randy Marquand;App;19,176.00
May-30-2021;Brazil;Palmeira;828236610-2;Sydney Rowlin;App;13,757.00
May-30-2021;Russia;Monino;828346025-0;Georgi Piers;App;6,900.00
May-30-2021;Italy;Venezia;828567961-6;Vail Wagnerin;App;18,900.00
May-30-2021;Poland;Niedrzwica Duż;828651021-6;Karie Redmille;App;15,422.00
May-30-2021;Colombia;Sabanagrande;828827497-8;Dallas Postians;App;14,097.00
May-30-2021;Portugal;Carvalhal Redondo;829417893-4;Justino Coot;App;4,147.00
May-30-2021;Argentina;Gualeguay;830945880-0;Xymenes Fursey;App;18,887.00
May-30-2021;Indonesia;Bongsri;831371137-1;Merrielle Shemmans;App;10,078.00
Jan-14-2023;Brazil;São Paul;831511735-1;Kit Nellen;App;1,000.00
May-30-2021;Portugal;Raposeira;831836864-9;Shelton Chisnall;App;13,695.00
Feb-15-2022;Portugal;A-da-Gorda;833748520-5;Abram Petrushka;App;11,201.00
May-30-2021;Finland;Kuhmoinen;834374310-5;Jean Loft;App;7,720.00
May-30-2021;Russia;>;>G052A:>5;835618328-6;Clio Rozycki;App;13,708.00
Nov-19-2021;Philippines;Aguisan;835633365-2;Giorgio Chainey;App;2,027.00
Aug-23-2021;Brazil;SP;836049788-5;Rosaleen Saxton;App;6,964.00
May-30-2021;Togo;Nots�;836554443-1;Adamo MacClenan;App;16,527.00
May-30-2021;Portugal;Castanheira de Pêr;836631878-8;Darla Maine;App;12,439.00
May-30-2021;Russia;Vydreno;836689327-8;Jarrid O'Heneghan;App;18,491.00
May-30-2021;United States;Melbourne;836865228-6;Minnnie Alessandone;App;12,605.00
May-30-2021;Argentina;San Justo;837303918-1;Joelly Odo;App;15,938.00
May-30-2021;Brazil;Ibitinga;837477441-1;Bary Raff;App;19,336.00
May-30-2021;Brazil;São Paul;837532419-1;Ammamaria Micklewright;App;2,213.00
May-30-2021;Brazil;Macei�;838036276-4;Marylinda Gaspard;App;7,703.00
Apr-26-2023;Nicaragua;La Libertad;838252012-1;Salaidh Berney;App;526.00,
May-30-2021;France;Mont-de-Marsan;838372887-5;Rois MacRanald;App;14,941.00
Jan-6-2023;Brazil;Antonina;838413119-8;Frederique Tuppeny;App;11,195.00
May-30-2021;Colombia;Armenia;839293507-1;Bailie Moulder;App;12,089.00
May-30-2021;Argentina;Puerta de Corral Quemado;839632747-5;Pebrook Record;App;3,362.00
Sep-24-2021;Russia;Krasnoye;840031757-2;Dacie Cumbes;App;1,376.00
Jun-12-2022;United States;Houston;840364870-7;Corrie Losel;App;4,828.00
May-30-2021;Portugal;Carcavelos;841953809-4;Briggs Camplin;App;19,701.00
Jun-23-2021;United States;Fresno;843050192-4;Sissy Cotterel;App;4,534.00
May-30-2021;Indonesia;Koronganayam;844258518-4;Ede Benech;App;14,347.00
Mar-27-2023;Colombia;Fusagasuga;845453909-3;Darill Tysack;App;8,726.00
May-30-2021;Portugal;Balazar;845795967-0;Ginni Shea;App;4,661.00
May-30-2021;Colombia;Puerto Berrí;846876275-1;Lark Discombe;App;11,899.00
May-30-2021;Brazil;Augusto Corrê;847388001-3;Bella Knyvett;App;2,270.00
Dec-15-2021;Argentina;Aminga;847510886-5;Helene Castane;App;4,405.00
Nov-4-2022;Brazil;Porto Alegre;848220247-2;Nelie Robertucci;App;8,196.00
Jul-26-2022;Brazil;São Paul;848367754-7;Wood Uccello;App;2,766.00
May-30-2021;Brazil;Goiâni;849290598-0;Dean Engeham;App;5,527.00
Aug-31-2022;Jamaica;Mocho;850468647-7;Ferdinande Maliphant;App;11,672.00
Sep-11-2022;Brazil;Rio Branco do Sul;850514085-0;Suzette Spellworth;App;753.00,
May-30-2021;Argentina;Río Segund;851798144-8;Hermione Hallstone;App;17,302.00
May-30-2021;Brazil;Aparecida de Goiâni;852039192-3;Ambrose Aleksandrov;App;15,333.00
Aug-19-2022;Thailand;Mae Chan;852108155-3;Staffard Collings;App;9,802.00
Sep-4-2022;Sri Lanka;Wattegama;852157509-2;Amie Grent;App;7,345.00
Sep-13-2021;United States;Rockford;853059662-5;Berke Fairweather;App;8,808.00
May-30-2021;Brazil;Maracana�;853119136-1;Ardeen Farney;App;17,564.00
May-30-2021;Brazil;São José dos Pinha;854589365-5;Porter McQuirk;App;19,100.00
May-30-2021;Philippines;Cabog;854666317-3;Christoper Borthwick;App;8,617.00
Dec-20-2022;Indonesia;Puyung;856001884-0;Alyse Dick;App;4,143.00
May-27-2023;Argentina;Juní;856515182-4;Raymond Poulsum;App;5,522.00
Jul-7-2021;Brazil;São Paul;856536979-1;Morrie Jeanneau;App;7,688.00
Oct-29-2022;United States;Alhambra;856664476-1;Bryanty Willmett;App;6,233.00
May-30-2021;Turkmenistan;Daşogu;856814447-0;Cicely Tarply;App;4,811.00
May-30-2021;Brazil;São Paul;857339669-5;Johnna Hast;App;12,157.00
May-30-2021;Russia;Sovetskiy;857984399-5;Corinna Abbes;App;8,942.00
May-30-2021;Brazil;Sapiranga;858486852-6;Tony Dutteridge;App;16,302.00
May-30-2021;Colombia;Cucutilla;859299459-4;Arlen Brameld;App;5,031.00
Nov-29-2021;Hong Kong;Central;859432781-1;Arleen Girodias;App;6,086.00
May-30-2021;United States;Boston;860203603-5;Vivienne Burdin;App;10,488.00
Oct-25-2021;United States;Roanoke;861174510-8;Vale Petrovic;App;11,863.00
Nov-13-2022;Brazil;Rio;861232359-2;Braden Toolan;App;2,393.00
May-30-2021;Germany;Mannheim;861626866-9;Keelby Bemlott;App;15,638.00
May-30-2021;Mauritania;Nouâdhibo;861713918-8;Domeniga Fitzroy;App;14,379.00
May-30-2021;Kazakhstan;Arys;862034816-7;Karina Bonfield;App;16,295.00
May-30-2021;France;Fos-sur-Mer;863196494-8;Bianca Attewell;App;4,975.00
Feb-2-2023;Brazil;São João da Bar;863232860-3;Cordelia Tomsa;App;11,581.00
Dec-6-2022;Portugal;Prior Velho;863379284-2;Dynah Hulburt;App;11,769.00
May-30-2021;United States;Savannah;863447037-7;Hammad MacTimpany;App;19,085.00
May-30-2021;Brazil;Maraial;863589825-7;Jaymee Lanfare;App;18,583.00
Mar-4-2022;Peru;Putina;864957609-5;Kara-lynn Frankling;App;3,062.00
Nov-13-2022;Brazil;Curitiba;866661186-3;Kitty Surtees;App;8,664.00
Jul-4-2021;Thailand;Phatthalung;866819043-1;Cathi Loveguard;App;7,673.00
May-30-2021;Portugal;Sande São Louren�;867218875-6;Clementine Verriour;App;16,205.00
May-30-2021;Brazil;São Paul;867238751-1;Mariska Braunle;App;13,481.00
May-30-2021;United States;Detroit;867923173-8;Faulkner Burrus;App;3,085.00
Feb-9-2022;Colombia;María la Baj;868011400-6;Patience Grigoriscu;App;3,567.00
Apr-28-2023;Brazil;Porto Alegre;868145618-0;Diane Krzysztofiak;App;4,140.00
May-30-2021;Dominican Republic;Matanzas;868891135-5;Arlene Stockey;App;3,584.00
Apr-29-2022;United States;Des Moines;869616157-2;Gwendolen Corder;App;5,879.00
May-30-2021;Brazil;Chapadinha;869694413-5;Samantha Genner;App;5,723.00
Dec-28-2022;Brazil;Rio de Janeiro;870371078-5;Thoma Geddis;App;2,228.00
May-30-2021;Portugal;São Torcat;870543736-9;Shanta Sergant;App;6,112.00
May-30-2021;Colombia;Combita;872365086-9;Annalee Traves;App;7,010.00
May-5-2022;Portugal;Fornos de Algodres;873281517-4;Lennard Galbreath;App;6,791.00
Nov-7-2021;Peru;Cujillo;874236753-0;Gael Augie;App;9,067.00
Jun-26-2021;Brazil;Curitiba;874643129-2;Nikita Morter;App;4,160.00
May-30-2021;Netherlands;Veldhoven;874657384-4;Alford Hamilton;App;13,231.00
May-30-2021;Ecuador;San Lorenzo de Esmeraldas;874677319-3;Lemar Vuitte;App;15,817.00
May-30-2021;Brazil;Paripiranga;875158151-5;Lindsy Tolson;App;15,553.00
May-30-2021;Cameroon;Kaél;876983965-4;Bellanca Duffet;App;6,880.00
May-30-2021;Brazil;Rio de Janeiro;878699990-7;Mikael Gullefant;App;19,107.00
May-30-2021;Poland;Głuch�;879288866-6;Minny Mundle;App;16,775.00
May-30-2021;United States;Phoenix;879458086-3;Bing Roots;App;14,698.00
Jun-30-2021;Chile;Calbuco;879628652-0;Sela Cavolini;App;8,786.00
Dec-8-2021;Brazil;Bragança Paulist;879695714-1;Athene MacTerrelly;App;2,029.00
May-30-2021;United States;;880006205-9;Harv Reddlesden;App;18,769.00
May-30-2021;Brazil;Barra Bonita;880379459-1;Merla Bilbie;App;15,101.00
Sep-22-2022;Kazakhstan;Zyryanovsk;880422296-4;Adelina Penrith;App;4,784.00
Sep-19-2021;Brazil;Goiâni;881086767-1;Caralie Rotlauf;App;5,759.00
Sep-1-2022;Brazil;Curitiba;881172939-4;Arnie Scouler;App;11,708.00
Jun-22-2021;Brazil;RJ;882521079-5;Gwyn Canellas;App;7,922.00
May-30-2021;Colombia;Coromoro;883168219-9;York Meekings;App;13,150.00
May-30-2021;Vietnam;Phú T�;883424182-7;Trude Trenfield;App;6,655.00
May-30-2021;Brazil;Itabirito;883949149-1;Michaela Elfleet;App;12,681.00
May-30-2021;United States;Hartford;884477259-0;Clare Colaco;App;2,962.00
May-30-2021;Portugal;Rio de Moinhos;884971965-5;Brnaby Giorgielli;App;19,139.00
May-30-2021;Portugal;Picoto;885375217-3;Giralda Alldis;App;3,261.00
May-30-2021;Serbia;Platičev;885969775-1;Klement Smithson;App;2,005.00
May-30-2021;United States;Dallas;886274667-9;Quinton Lumm;App;18,257.00
May-30-2021;Argentina;Colonia Wanda;886738592-5;Nananne Arunowicz;App;11,625.00
May-2-2022;Colombia;Galapa;887595418-6;Calhoun Hebblewhite;App;5,648.00
May-30-2021;Brazil;Alenquer;888762034-2;Adah Gillitt;App;10,124.00
Feb-25-2023;United States;Miami;889684432-0;Vivyanne Adnett;App;1,012.00
May-30-2021;Guatemala;San Andrés Xecu;890717299-4;Chrisse Haps;App;16,930.00
May-30-2021;Mexico;San Miguel;890877574-9;Nina Corns;App;18,608.00
Feb-18-2023;Brazil;Nerópoli;891657583-4;Crosby MacAskie;App;7,037.00
May-30-2021;Argentina;San Carlos;891916623-4;Corine Howis;App;16,879.00
May-30-2021;Brazil;João Monlevad;892032886-2;Vaughan Etherington;App;17,981.00
May-30-2021;Bulgaria;Devnya;892832258-8;Barbey Bezzant;App;14,623.00
May-30-2021;Brazil;Curitiba;893125485-7;Madalyn McCaskill;App;18,318.00
Jun-7-2022;Portugal;Igreja;893719466-1;Ronni Stonman;App;9,883.00
May-30-2021;United States;Port Washington;894205705-5;Noreen Dronsfield;App;19,935.00
May-30-2021;Indonesia;Munjungan;894645492-1;Gabriello Navarre;App;13,488.00
Apr-7-2023;Angola;Huambo;894962062-6;Babb Bish;App;6,646.00
Jan-18-2023;Costa Rica;San Rafael;896809658-9;Hesther Kershow;App;2,077.00
Jun-8-2022;Ukraine;Monastyryshche;896856059-5;Onofredo Ranscome;App;6,094.00
May-30-2021;Philippines;Llanera;897588726-1;Leda Cordero;App;7,922.00
Oct-7-2021;Portugal;Couç;898054854-0;Niels Blaydon;App;6,740.00
Oct-31-2022;Poland;Złot;898454118-4;Gun Ellerker;App;7,568.00
Dec-1-2022;Portugal;Presa;898526020-0;Etienne Ryburn;App;7,448.00
Sep-23-2022;Brazil;SP;899118878-8;Francis Basezzi;App;8,492.00
Jul-13-2021;Portugal;Castanheira do Campo;899381437-6;Nathanil Derell;App;5,525.00
Oct-27-2021;Nepal;Ithari;900522866-0;Molly Common;App;7,733.00
May-30-2021;Ecuador;El Ánge;901584865-3;Harriot McCarrison;App;16,442.00
May-30-2021;Brazil;Rio de Janeiro;901844188-0;Janeczka Cressor;App;15,988.00
May-30-2021;Indonesia;Muara;902128423-5;Dorri Wardrop;App;17,392.00
Sep-25-2021;Portugal;;902430116-5;Cristian Livett;App;8,210.00
May-30-2021;United States;New York City;903818181-7;Rem Worrall;App;5,005.00
May-30-2021;Japan;Mibu;903831492-2;Tarrah Artrick;App;12,821.00
May-30-2021;United States;Denton;904982422-6;Byram Jizhaki;App;10,969.00
Dec-21-2021;Russia;Svetlyy;905470691-0;Aland Anstead;App;5,317.00
May-30-2021;Vietnam;An Lã;905664025-9;Sharia McGraith;App;6,068.00
Feb-1-2022;Portugal;Real;906414206-8;Say Padell;App;8,257.00
May-30-2021;United States;Huntsville;906566266-9;Sabra Nafziger;App;3,136.00
May-30-2021;Argentina;Carcarañ;906861175-5;Tye Childrens;App;13,035.00
Jun-2-2021;Brazil;Aracaju;907114929-3;Harmon Duchan;App;8,316.00
May-30-2021;United States;Dallas;907171905-7;Bear Emanuel;App;12,988.00
Dec-27-2022;Brazil;Iju�;907540112-4;Kaylyn Stiegers;App;9,776.00
May-30-2022;Vietnam;Thị Trấn Kim;907573718-1;Kenon Tingey;App;4,280.00
Jun-4-2021;Indonesia;Dawuhan;907768261-9;Barrett Foan;App;2,769.00
May-30-2021;Russia;Krapivna;907908823-4;Oliy Lyddon;App;12,754.00
May-30-2021;France;Lons-le-Saunier;908024488-0;Ky Eastcourt;App;2,300.00
May-30-2021;Portugal;Caridade;908341397-7;Reta Lennox;App;12,879.00
May-30-2021;Brazil;Nova Olímpi;909046300-3;Alyse Coo;App;16,023.00
May-30-2021;Russia;Kalininskiy;909235832-0;Rudiger Gable;App;7,558.00
Feb-22-2022;Brazil;Rio de Janeiro;909240719-4;Izabel Prandin;App;10,985.00
May-30-2021;Burundi;Buganda;910873081-4;Skippie Mattiato;App;3,072.00
Aug-20-2021;Israel;Bu‘ei;910913758-0;Bram Tatters;App;8,475.00
Aug-23-2021;Brazil;Sacramento;911780621-6;Carine Lundie;App;11,431.00
Jul-10-2022;Portugal;Pedreira;913475627-2;Cora Isley;App;5,088.00
Sep-1-2022;Brazil;;913487088-1;Aidan Cristoforetti;App;1,443.00
Mar-8-2023;Argentina;Alejo Ledesma;914358072-6;Alleen Buncom;App;4,920.00
May-30-2021;Portugal;Várze;914730226-7;Bogart Polk;App;14,222.00
Aug-2-2022;Brazil;São Paul;915435313-0;Consolata Glaves;App;2,703.00
May-30-2021;Portugal;;915499788-7;Diannne Bourthouloume;App;13,049.00
Dec-7-2022;Argentina;Castro Barros;915761922-0;Ben Cullagh;App;11,493.00
May-30-2021;Philippines;Masinloc;915938338-0;Isaak Filde;App;10,403.00
Mar-22-2022;Portugal;Trafaria;917557060-2;Vite Chart;App;7,703.00
Jun-15-2021;Portugal;São Bartolome;917691183-7;Steffen Pontain;App;3,087.00
May-30-2021;Malaysia;Ipoh;919931747-8;Fiona Gonin;App;4,334.00
May-30-2021;United States;Roanoke;923489905-9;Corrina Maasze;App;14,314.00
May-30-2021;Madagascar;Vavatenina;923600569-1;Tanner Walcot;App;12,248.00
May-30-2021;Portugal;São Paio Mereli;924235239-1;Decca Pawelke;App;15,655.00
Oct-23-2021;Brazil;Muria�;924775097-0;Ardisj Imms;App;8,347.00
May-30-2021;Indonesia;Modis;924976164-3;Malory Ozanne;App;2,200.00
Jun-21-2021;United States;;926930003-1;Broddie Knappe;App;7,201.00
May-30-2021;Madagascar;Vohibinany;927563706-7;Suki Mathevon;App;13,216.00
May-30-2021;Brazil;São Paul;927671076-0;Elroy Lutsch;App;15,738.00
May-30-2021;Sweden;Sundbyberg;928885860-1;Marietta Carwithan;App;5,352.00
May-30-2021;Ukraine;Volovets;929052170-8;Charlotta Laying;App;13,057.00
May-30-2021;Brazil;Itacorubi;929324353-9;Zahara Thurman;App;17,031.00
Aug-25-2021;Greece;Néo Psychik;929627294-7;Vladimir Wapol;App;2,838.00
May-30-2021;Brazil;São Paul;929865932-6;Ignacius Stailey;App;19,435.00
May-30-2021;Portugal;Madalena;930629971-0;Berkley Phoebe;App;14,734.00
May-30-2021;Morocco;Ouaoula;930683129-3;Taylor Attree;App;13,024.00
May-30-2021;Indonesia;Sintung Timur;932198841-6;Kienan Arangy;App;826.00,
May-30-2021;Colombia;La Unió;932352844-7;Loydie Shankland;App;8,064.00
May-30-2021;Brazil;Não Me Toqu;933289717-4;Joe Lening;App;8,811.00
May-30-2021;Colombia;Rovira;934889561-3;Lanette Dahmel;App;8,916.00
May-30-2021;Portugal;São Bartolome;935104089-5;Talyah Rosbrough;App;15,994.00
Sep-8-2022;Colombia;Buenaventura;935779376-3;Jerry Lamacraft;App;5,931.00
May-30-2021;Kyrgyzstan;Kara-Balta;936078296-3;Carmine Hatcliffe;App;13,974.00
Mar-19-2023;United States;Detroit;936480804-5;Skipton Barstow;App;3,694.00
May-30-2021;Indonesia;Banjar Danginsema;936499517-1;Agnese Saylor;App;4,492.00
Nov-12-2021;Estonia;Tõrv;936576128-1;Lona Fawltey;App;11,193.00
May-30-2021;Brazil;São Paul;937603404-1;Adolf Bremeyer;App;15,556.00
May-30-2021;Portugal;Vale da Pedra;938826383-9;Odelinda Ruddle;App;16,568.00
May-30-2021;Democratic Republic of the Congo;Mbanza-Ngungu;939160077-8;Allegra Boulde;App;12,706.00
Mar-19-2022;United States;Newark;939239034-3;Bessy Bowater;App;5,733.00
May-1-2023;Serbia;Ostružnic;939480277-0;Alica Bum;App;3,753.00
May-30-2021;Argentina;Olavarrí;940045546-1;Simon Lethem;App;15,903.00
Jun-5-2022;Brazil;Porto Alegre;940304474-8;Yulma Nickerson;App;3,029.00
Apr-27-2023;Argentina;Arauco;941195969-5;Flss Volker;App;6,370.00
May-30-2021;Burkina Faso;Ouahigouya;941727137-7;Kilian Eglington;App;14,528.00
May-30-2021;Morocco;Fifi;942448927-7;Tiffy Billings;App;12,370.00
May-30-2021;United States;Toledo;942502619-1;Porter Brakespear;App;9,942.00
May-30-2021;Poland;Radzyń Chełmiń;942526535-6;Bern Oneill;App;19,101.00
May-30-2021;Brazil;Teresina;942945109-1;Alfonso Mewitt;App;989.00,
Mar-6-2023;Brazil;Pará de Mina;943873790-1;Hedi Fennessy;App;3,893.00
May-30-2021;Colombia;Almaguer;944541472-1;Zitella Jantzen;App;7,855.00
Aug-13-2021;Canada;Victoria;945251978-9;Darrick Wolton;App;668.00,
Sep-3-2021;Brazil;Miracema;946158225-0;Addy Smullin;App;10,330.00
May-30-2021;Mongolia;Erdenet;946207217-5;Cammy Giamelli;App;15,855.00
Feb-17-2023;Brazil;São Paul;947494923-9;Cybill Zaniolo;App;4,194.00
May-30-2021;Brazil;Rio;947891227-5;Yvette Island;App;12,507.00
May-30-2021;Colombia;Puerto Colombia;948011575-1;Annabella McIlvaney;App;13,135.00
May-30-2021;Argentina;Catriel;948905401-1;Hilliary Duplan;App;19,709.00
May-13-2022;Brazil;Cambebba;950050851-6;Che McIlvaney;App;9,147.00
May-30-2021;Argentina;General Alvear;950280698-0;Emlynne Winslet;App;4,871.00
May-30-2021;Poland;Pępow;950754258-2;Bernadina Ownsworth;App;12,047.00
May-20-2022;Laos;Mounlapamô;950813501-8;Jaimie Sellan;App;3,895.00
Apr-16-2023;Brazil;Cachoeira do Sul;951195113-0;Brigid De Michetti;App;5,212.00
May-30-2021;Portugal;Tojeira;952125839-1;Florina Hawker;App;10,237.00
May-30-2021;United States;Duluth;952187654-9;Timi Fendt;App;14,771.00
Sep-7-2022;Poland;Nowosielce-Gniewosz;953091689-2;Gardy Wapplington;App;697.00,
May-30-2021;Brazil;Curitiba;953268718-1;Starlin Brigdale;App;12,059.00
May-30-2021;Angola;N’dalatan;954843185-8;Arty Beese;App;13,517.00
Jan-24-2023;Brazil;Arax�;954876903-4;Heddie Shaudfurth;App;5,089.00
Jun-17-2021;South Africa;Nigel;955203606-2;Harriette Norker;App;1,973.00
May-30-2021;Indonesia;Banyumas;955294788-1;Pancho Imesson;App;5,825.00
Mar-16-2022;Venezuela;Capacho Viejo;955442341-1;Deeyn Willox;App;2,876.00
Mar-29-2023;Ecuador;El Ánge;957214068-1;Kirsti MacAndie;App;3,343.00
Sep-21-2021;Greece;Pedin�;958030778-4;Orton Pohlke;App;6,331.00
May-30-2021;Brazil;Campos Belos;958119190-9;Nert Van Dijk;App;10,400.00
Jan-9-2023;Colombia;Chigorod�;959009153-9;Sammie Blackmuir;App;4,620.00
Sep-18-2021;Brazil;São Paul;959980021-4;Ambrosi Pavlovic;App;10,179.00
May-30-2021;Brazil;Telêmaco Borb;960608060-9;Milka Santore;App;15,421.00
May-30-2021;Bangladesh;Hājīga;961762697-7;Jonie Rentcome;App;3,482.00
Oct-3-2021;United States;Jamaica;962131895-5;Kimberlyn Corbyn;App;5,015.00
Nov-10-2022;Portugal;Midõe;964943808-4;Lynnea Timbrell;App;10,868.00
Mar-19-2022;Brazil;SP;964977381-9;Wilona Kirkpatrick;App;7,201.00
Mar-15-2022;Russia;Krasnyye Barrikady;965195433-7;Carmela Cleen;App;7,731.00
May-30-2021;Sri Lanka;Battaramulla South;965429638-1;Joanie Widger;App;16,025.00
Dec-1-2022;Argentina;Necochea;965548563-3;Bondy How;App;758.00,
May-30-2021;Portugal;Marisol;965566370-1;Reagan Konzel;App;17,927.00
May-30-2021;Portugal;Santa Cruz das Flores;966772782-3;Miltie Bernhart;App;15,552.00
May-30-2021;Mexico;Benito Juarez;967225879-8;Livvie Collison;App;3,286.00
Mar-2-2022;Indonesia;Angkahgede;968088734-0;Wenda Bratty;App;11,531.00
May-30-2021;Brazil;Horizonte;968612970-7;Ulla Redolfi;App;16,723.00
Jan-25-2022;Argentina;Cañada de Góm;969396337-7;Jaye Balsellie;App;515.00,
May-30-2021;Russia;Islamey;970294674-3;Micah O'Dowd;App;6,930.00
May-30-2021;Argentina;San Vicente;970931866-7;Wanids Heams;App;15,421.00
Apr-27-2023;Portugal;Serra da Boa Viagem;971187190-4;Nadine Petrenko;App;8,437.00
Nov-3-2021;Uzbekistan;Angren;971493790-6;Wake Colliss;App;5,988.00
May-30-2021;Colombia;San Onofre;972551664-8;Nils Minot;App;14,546.00
May-30-2021;Lithuania;Akademija (Kaunas);972872078-5;Anselma Pellington;App;18,938.00
May-30-2021;United States;Rockford;973547081-0;Renata Wenban;App;18,930.00
Jun-9-2022;Czech Republic;Zelene�;974229121-7;Mano Vasyukhnov;App;11,666.00
May-30-2021;United States;Lakeland;974243194-9;Evaleen Treweke;App;13,168.00
Apr-27-2022;New Caledonia;Pouéb;974308168-2;Andy Wynne;App;9,518.00
May-30-2021;Honduras;Marcala;974632223-0;Staford Moyne;App;17,639.00
Oct-18-2021;Portugal;São João dos Mont;974712553-6;Zaccaria Fairlaw;App;6,662.00
